0	-2.5	-4
0.1	-2.834791551	-2.706990002
0.2	-3.047720331	-1.596978194
0.3	-3.1641819	-0.7821210422
0.4	-3.213216674	-0.2380232045
0.5	-3.218380759	0.1079638202
0.6	-3.195914262	0.3245482518
0.7	-3.156108828	0.4614034204
0.8	-3.105209993	0.5505568518
0.9	-3.046925943	0.6116006402
1	-2.983430747	0.6562655607
1.1	-2.915982501	0.6915511139
1.2	-2.845291036	0.7216695489
1.3	-2.77173368	0.7492050794
1.4	-2.695481037	0.775792698
1.5	-2.616570295	0.802515599
1.6	-2.534947687	0.8301391755
1.7	-2.450492736	0.8592508968
1.8	-2.363031215	0.8903451828
1.9	-2.272342253	0.9238797676
2	-2.178158918	0.9603062446
2.1	-2.08016872	1.000100438
2.2	-1.978009518	1.043775844
2.3	-1.871265326	1.091898596
2.4	-1.759460731	1.145095037
2.5	-1.642054337	1.204051922
2.6	-1.518433593	1.269511916
2.7	-1.387909502	1.34224405
2.8	-1.249717098	1.423002944
2.9	-1.103019785	1.512427954
3	-0.9469293205	1.61090231
3.1	-0.7805409672	1.718301889
3.2	-0.6030029718	1.833630395
3.3	-0.413627863	1.95450147
3.4	-0.2120633229	2.076465467
3.5	0.001463808981	2.192266116
3.6	0.2258335176	2.291249561
3.7	0.4586866525	2.359343332
3.8	0.696127063	2.380201313
3.9	0.9326195816	2.33800247
4	1.161247827	2.221731915
4.1	1.374425048	2.029641396
4.2	1.564967655	1.771652883
4.3	1.727224743	1.467911995
4.4	1.857869903	1.143720145
4.5	1.956098826	0.8232202089
4.6	2.023253671	0.5246420708
4.7	2.062116398	0.258501922
4.8	2.076159289	0.02835650034
4.9	2.068944558	-0.1671735566
5	2.043740584	-0.3322585881
5.1	2.003331049	-0.4721983128
5.2	1.949959089	-0.5923770564
5.3	1.885349236	-0.6977258364
5.4	1.810764963	-0.7925209266
5.5	1.727075861	-0.880371391
5.6	1.634821092	-0.9642938641
5.7	1.534263414	-1.046814344
5.8	1.425433448	-1.130063728
5.9	1.308165932	-1.215845475
6	1.182129327	-1.305666783
6.1	1.046857786	-1.400717482
6.2	0.9017846161	-1.501784639
6.3	0.7462924201	-1.609074035
6.4	0.5797828753	-1.721934541
6.5	0.4017821125	-1.838438097
6.6	0.2120952515	-1.954852558
6.7	0.01101570146	-2.06505048
6.8	-0.2004106067	-2.160031115
6.9	-0.420089033	-2.227887707
7	-0.6446186978	-2.254652328
7.1	-0.8691825723	-2.226422809
7.2	-1.087712871	-2.132724278
7.3	-1.293423275	-1.97023226
7.4	-1.479664528	-1.745216934
7.5	-1.640891707	-1.473149938
7.6	-1.773431864	-1.175220554
7.7	-1.875805245	-0.8732363109
7.8	-1.948549413	-0.5851428854
7.9	-1.993695307	-0.3226778113
8	-2.01412631	-0.09128702317
8.1	-2.013008643	0.1085292838
8.2	-1.993385948	0.2794314103
8.3	-1.957944943	0.425670804
8.4	-1.908915609	0.5519892185
8.5	-1.848057666	0.6629748047
8.6	-1.776693462	0.7627572452
8.7	-1.695759802	0.8549148925
8.8	-1.605862608	0.9424942425
8.9	-1.50732697	1.028077749
9	-1.400240164	1.113856348
9.1	-1.284486804	1.201687769
9.2	-1.159782244	1.293118384
9.3	-1.025702395	1.389361209
9.4	-0.8817225718	1.491202619
9.5	-0.727267951	1.598833552
9.6	-0.5617846413	1.711561132
9.7	-0.384849587	1.827406476
9.8	-0.1963230024	1.94258602
9.9	0.003443175654	2.050942335
10	0.2133426253	2.143511785
10.1	0.431229688	2.208535043
10.2	0.6536756478	2.232346229
10.3	0.8758732044	2.201505274
10.4	1.091815836	2.106082065
10.5	1.294830951	1.943223718
10.6	1.478418713	1.71941557
10.7	1.637187178	1.449982664
10.8	1.767584951	1.155651136
10.9	1.868198824	0.8576269743
11	1.939574323	0.5733135006
11.1	1.983704703	0.3140875394
11.2	2.003409726	0.08523681527
11.3	2.001784521	-0.1127416718
11.4	1.981806323	-0.2824220431
11.5	1.94610612	-0.4279369993
11.6	1.896870097	-0.5539112034
11.7	1.835825097	-0.6648337703
11.8	1.764269374	-0.7647579988
11.9	1.683122127	-0.8572064602
12	1.592976438	-0.9451873572
12.1	1.494147977	-1.031255685
12.2	1.386716278	-1.117582897
12.3	1.270560945	-1.206008757
12.4	1.145392909	-1.298063099
12.5	1.010787534	-1.394928369
12.6	0.8662211361	-1.497356258
12.7	0.7111257714	-1.605470158
12.8	0.5449624415	-1.718489292
12.9	0.3673327229	-1.834302179
13	0.1781378509	-1.948949869
13.1	-0.02220918023	-2.056065727
13.2	-0.2325209776	-2.146466847
13.3	-0.4505502996	-2.208231574
13.4	-0.6727565574	-2.227680795
13.5	-0.8942315377	-2.191608685
13.6	-1.108906083	-2.090618472
13.7	-1.310110797	-1.922618373
13.8	-1.491428336	-1.694875305
13.9	-1.647617527	-1.423253861
14	-1.77531164	-1.128606684
14.1	-1.873273685	-0.8318607126
14.2	-1.942183622	-0.5498978791
14.3	-1.984113372	-0.2935335091
14.4	-2.001909767	-0.06759749057
14.5	-1.998656932	0.1277124867
14.6	-1.977298757	0.2951240216
14.7	-1.940423168	0.4388171944
14.8	-1.890172067	0.5634012877
14.9	-1.828231236	0.6733202091
15	-1.75586297	0.7725730389
15.1	-1.673955936	0.8646304897
15.2	-1.583077463	0.9524553027
15.3	-1.48352153	1.038565584
15.4	-1.375349826	1.125101301
15.5	-1.258426112	1.213874938
15.6	-1.132449853	1.306386304
15.7	-0.9969856128	1.403784945
15.8	-0.8515058847	1.506769842
15.9	-0.6954425775	1.615398336
16	-0.5282661547	1.728778975
16.1	-0.3496014978	1.844652533
16.2	-0.1593887803	1.958857485
16.3	0.0418971424	2.064776215
16.4	0.2529787069	2.152961419
16.5	0.4714954231	2.21127416
16.6	0.6937789895	2.225977874
16.7	0.9147998439	2.184087386
16.8	1.128406764	2.076766829
16.9	1.327919434	1.902759395
17	1.506997934	1.670218067
17.1	1.660557102	1.395650194
17.2	1.785429373	1.100105095
17.3	1.880573157	0.8042577743
17.4	1.946822841	0.5244562725
17.5	1.98634653	0.2709177454
17.6	2.002031027	0.04796820205
17.7	1.99695802	-0.1445372793
17.8	1.974042642	-0.3095133012
17.9	1.935831644	-0.4512111691
18	1.884422466	-0.5742398724
18.1	1.82145856	-0.6830063014
18.2	1.748164406	-0.7814589262
18.3	1.665395977	-0.8730175387
18.4	1.573692976	-0.9605993224
18.5	1.473325666	-1.046683036
18.6	1.364335546	-1.133376486
18.7	1.246570266	-1.222462372
18.8	1.119714006	-1.315408613
18.9	0.9833222389	-1.413328546
