0	2.5	-4
0.1	2.132037024	-3.426166964
0.2	1.804980918	-3.151184999
0.3	1.496118682	-3.048639502
0.4	1.191512829	-3.05912125
0.5	0.8816216666	-3.150074865
0.6	0.5595882279	-3.298272636
0.7	0.2208589376	-3.479402044
0.8	-0.1362960261	-3.660141958
0.9	-0.5095882262	-3.792972655
1	-0.891292086	-3.817849511
1.1	-1.267585307	-3.676489358
1.2	-1.619987789	-3.338911631
1.3	-1.929499358	-2.82709286
1.4	-2.181978529	-2.213079383
1.5	-2.371755306	-1.587560824
1.6	-2.501561842	-1.022885736
1.7	-2.579613162	-0.5555492031
1.8	-2.616103139	-0.1905691133
1.9	-2.620713389	0.08500003138
2	-2.60144642	0.290233393
2.1	-2.564392502	0.4435756588
2.2	-2.513951146	0.5601975628
2.3	-2.453189817	0.6516103189
2.4	-2.384187404	0.7261948473
2.5	-2.30831013	0.7899454708
2.6	-2.226415374	0.8471461085
2.7	-2.13899497	0.9008995211
2.8	-2.046272879	0.9535140803
2.9	-1.948270181	1.006776729
3	-1.844847211	1.062141353
3.1	-1.735730116	1.120856022
3.2	-1.620526647	1.184046376
3.3	-1.498736573	1.252762559
3.4	-1.369757042	1.327990653
3.5	-1.232891185	1.410630355
3.6	-1.08735892	1.501421545
3.7	-0.9323200018	1.600799415
3.8	-0.7669151477	1.708666701
3.9	-0.5903354796	1.82402572
4	-0.4019379212	1.944472482
4.1	-0.2014171086	2.065541221
4.2	0.01095294665	2.179983058
4.3	0.2340093999	2.277208752
4.4	0.4653600496	2.343310398
4.5	0.7010984398	2.362232964
4.6	0.9357145836	2.318554322
4.7	1.162359148	2.201681819
4.8	1.373549613	2.010163237
4.9	1.562223802	1.753950831
5	1.72284004	1.45291762
5.1	1.852142481	1.131892905
5.2	1.949347435	0.8145255399
5.3	2.01577374	0.5186780664
5.4	2.054152526	0.2546839776
5.5	2.067895292	0.02607399267
5.6	2.060506161	-0.1684604168
5.7	2.035204885	-0.3329798321
5.8	1.994737773	-0.4726736073
5.9	1.941320806	-0.5928330615
6	1.876659581	-0.6983186726
6.1	1.802004593	-0.7933569216
6.2	1.718216572	-0.8815237198
6.3	1.625828487	-0.9658146574
6.4	1.525098689	-1.048742273
6.5	1.416054292	-1.132428428
6.6	1.298527491	-1.218668286
6.7	1.172184713	-1.30896057
6.8	1.03656076	-1.404479724
6.9	0.8910888216	-1.5059855
