0	2.5	2.5
0.1	2.706177743	1.643161876
0.2	2.833834136	0.939566731
0.3	2.900056792	0.4133787249
0.4	2.921659814	0.04126222024
0.5	2.912166307	-0.2150016848
0.6	2.881329635	-0.3908622186
0.7	2.835761277	-0.5134229248
0.8	2.779784076	-0.6016042105
0.9	2.716160651	-0.6680362377
1	2.646622963	-0.7209910959
1.1	2.572229515	-0.765874253
1.2	2.493596944	-0.8062557235
1.3	2.411047219	-0.84454902
1.4	2.324699839	-0.8824474496
1.5	2.234528879	-0.9212029823
1.6	2.140397503	-0.9618050096
1.7	2.042078143	-1.005096102
1.8	1.939262836	-1.051847707
1.9	1.831568177	-1.10281113
2	1.718534877	-1.158745978
2.1	1.599627021	-1.220440051
2.2	1.474227982	-1.28870106
2.3	1.341640743	-1.364342335
2.4	1.201088278	-1.448116425
2.5	1.051726052	-1.540622029
2.6	0.8926635426	-1.642119909
2.7	0.7230127841	-1.752259687
2.8	0.5419676361	-1.869669203
2.9	0.3489331023	-1.991382086
3	0.1437194886	-2.112136211
3.1	-0.07319028777	-2.223651055
3.2	-0.3003141264	-2.314165699
3.3	-0.5348266878	-2.368726748
3.4	-0.7723092519	-2.37083462
3.5	-1.006747188	-2.305759148
3.6	-1.230928592	-2.165064087
3.7	-1.437289029	-1.950642767
3.8	-1.619039692	-1.676002814
3.9	-1.771224944	-1.363524899
4	-1.891336958	-1.038706669
4.1	-1.979314994	-0.7241120655
4.2	-2.03703491	-0.4355204803
4.3	-2.067563625	-0.1810493046
4.4	-2.074445151	0.0375502709
4.5	-2.061169549	0.2227408622
4.6	-2.030856116	0.3791794206
4.7	-1.986112132	0.5122581274
4.8	-1.92900708	0.6272401927
4.9	-1.861109162	0.7288475034
5	-1.783547622	0.821132264
5.1	-1.69707936	0.9074998617
5.2	-1.602149478	0.9907970037
5.3	-1.498942176	1.073413257
5.4	-1.387421899	1.157367808
5.5	-1.267366548	1.24436772
5.6	-1.138399434	1.335823737
5.7	-1.000017277	1.432806243
5.8	-0.8516324862	1.535936364
5.9	-0.6926252915	1.645178333
6	-0.5224253959	1.75951116
6.1	-0.3406328407	1.876480932
6.2	-0.1471870866	1.991635425
6.3	0.05740283529	2.097945249
6.4	0.2717780217	2.185433194
6.5	0.4934395867	2.241372186
6.6	0.7185249212	2.251522618
6.7	0.9417731018	2.202701981
6.8	1.156806557	2.086401395
6.9	1.356781591	1.902288937
7	1.535310639	1.659852944
7.1	1.687398201	1.37693417
7.2	1.810081173	1.075485586
7.3	1.902581292	0.7764439923
7.4	1.965992351	0.495851198
7.5	2.002692947	0.2432983513
7.6	2.015712831	0.0224237962
7.7	2.008212234	-0.1674998487
7.8	1.983134803	-0.3298023051
7.9	1.943022493	-0.4689895837
8	1.889949037	-0.5898020631
8.1	1.825525443	-0.6966965336
8.2	1.750941365	-0.7936236657
8.3	1.667019105	-0.8839811709
8.4	1.574267391	-0.9706549364
8.5	1.472929012	-1.056090592
8.6	1.363020814	-1.142365194
8.7	1.244369158	-1.231233347
8.8	1.116639262	-1.32413788
8.9	0.9793702547	-1.422163856
9	0.8320145208	-1.5259285
9.1	0.6739942797	-1.635365505
9.2	0.504786156	-1.749411919
9.3	0.3240399779	-1.865557077
9.4	0.1317518012	-1.979295881
9.5	-0.07150757748	-2.083583255
9.6	-0.2843218652	-2.16850079
9.7	-0.50414553	-2.221507429
9.8	-0.7270956697	-2.228717079
9.9	-0.9479343098	-2.177442065
10	-1.160359947	-2.059716234
10.1	-1.35765439	-1.875623499
10.2	-1.533583357	-1.634769077
10.3	-1.683298203	-1.354746518
10.4	-1.803943045	-1.056992389
10.5	-1.894789375	-0.7618474598
10.6	-1.956925111	-0.4848603501
10.7	-1.992682978	-0.2353237757
10.8	-2.005027191	-0.01676801224
10.9	-1.997048658	0.1715082208
11	-1.971628309	0.3327383068
11.1	-1.931256475	0.4713105792
11.2	-1.877966794	0.5918552914
11.3	-1.813340252	0.698738556
11.4	-1.738544458	0.7958422365
11.5	-1.654385624	0.8865146263
11.6	-1.561360447	0.9736064485
11.7	-1.45970247	1.059539682
11.8	-1.349422145	1.146371986
11.9	-1.230339637	1.235841445
12	-1.102118203	1.329368514
12.1	-0.9642951337	1.42800999
12.2	-0.8163258873	1.532332978
12.3	-0.6576424794	1.642204337
12.4	-0.4877375374	1.756454822
12.5	-0.3062916061	1.872426944
12.6	-0.113348284	1.985428913
12.7	0.09045593004	2.08819516
12.8	0.3036150331	2.170598674
12.9	0.5234763394	2.21997326
13	0.7460460603	2.222485837
13.1	0.9659939623	2.165781586
13.2	1.176974321	2.042518365
13.3	1.372297443	1.853577894
13.4	1.545836388	1.609297688
13.5	1.692908927	1.327690109
13.6	1.810845998	1.030175442
13.7	1.899084956	0.7367144081
13.8	1.958830995	0.4623004507
13.9	1.992478022	0.2156853945
14	2.003003272	-8.82066478e-06
14.1	1.99347787	-0.1857329842
14.2	1.966745199	-0.3448348732
14.3	1.925251422	-0.4817260524
14.4	1.870986586	-0.6010088677
14.5	1.805492159	-0.7069996996
14.6	1.729901551	-0.8035261679
14.7	1.644991936	-0.8938862402
14.8	1.551235685	-0.9808887563
14.9	1.448846172	-1.066919919
15	1.337815984	-1.154008293
15.1	1.21795191	-1.243863276
15.2	1.088904395	-1.337876719
15.3	0.9502034126	-1.437064237
15.4	0.8013011517	-1.541941452
15.5	0.6416315384	-1.652289993
15.6	0.4707018808	-1.766822454
15.7	0.2882196075	-1.882715769
15.8	0.09427408846	-1.995056099
15.9	-0.1104258634	-2.096319312
16	-0.324276976	-2.176118673
16.1	-0.5445069288	-2.221608388
16.2	-0.7669927961	-2.218979926
16.3	-0.9862921586	-2.1562077
16.4	-1.195997387	-2.026616085
16.5	-1.389436076	-1.831969985
16.6	-1.560587034	-1.583445334
16.7	-1.704943322	-1.299563601
16.8	-1.820038919	-1.001785603
16.9	-1.905496423	-0.7097034861
17	-1.962657194	-0.4377323768
17.1	-1.993991869	-0.1940445416
17.2	-2.002502073	0.0186928795
17.3	-1.991246122	0.2017191243
17.4	-1.963033237	0.3585259746
17.5	-1.92026652	0.4935681507
17.6	-1.864891837	0.6114324299
17.7	-1.798409639	0.7163917415
17.8	-1.721917188	0.812221948
17.9	-1.636160704	0.9021716838
18	-1.541586279	0.9890057561
18.1	-1.438384615	1.075074279
18.2	-1.326529969	1.162373751
18.3	-1.205812249	1.25258526
18.4	-1.075870198	1.34706636
